id,a
464,0.0
465,0.02
466,0.0
467,0.04
468,0.04
469,0.0
470,0.1
471,0.05
472,0.41
473,0.0
474,0.0
475,0.0
476,0.04
477,0.0
478,0.06
479,0.0
480,0.0
481,0.0
482,0.17
483,0.01
484,0.08
485,0.09
486,0.06
487,0.05
488,0.0
489,0.0
490,0.02
491,0.0
492,0.04
493,0.12
494,0.32
495,0.0
496,0.03
497,0.02
498,0.0
499,0.0
500,0.08
501,0.06
502,0.0
503,0.0
504,0.01
505,0.1
506,0.02
507,0.33
508,0.0
509,0.0
510,0.0
511,0.0
512,0.01
513,0.05
514,0.06
515,0.03
516,0.04
517,0.01
518,0.54
519,0.01
520,0.0
521,0.35
522,0.0
523,0.04
524,0.04
525,0.01
526,0.13
527,0.03
528,0.02
529,0.3
530,0.03
531,0.31
532,0.09
533,0.05
534,0.07
535,0.01
536,0.35
537,0.13
538,0.1
539,0.04
540,0.1
541,0.08
542,0.0
543,0.2
544,0.03
545,0.0
546,0.0
547,0.1
548,0.01
549,0.0
550,0.0
551,0.02
552,0.09
553,0.01
554,0.0
555,0.08233333333333334
556,0.01
557,0.51
558,0.0
559,0.04
560,0.26
561,0.0
562,0.01
563,0.47
564,0.0
565,0.0
566,0.08
567,0.01
568,0.0
569,0.06
570,0.0
571,0.07
572,0.06
573,0.01
574,0.01
575,0.01
576,0.19
577,0.18
578,0.65
579,0.0
580,0.0
581,0.04
582,0.0
583,0.44
584,0.0
585,0.0
586,0.04
587,0.03
588,0.0
589,0.0
590,0.49
591,0.07
592,0.0
593,0.0
594,0.01
595,0.0
596,0.06
597,0.0
598,0.0
599,0.0
600,0.03
601,0.21
602,0.01
603,0.01
604,0.01
605,0.12
606,0.0
607,0.0
608,0.03
609,0.02
610,0.0
611,0.0
612,0.01
613,0.05
614,0.01
615,0.01
616,0.68
617,0.18
618,0.0
619,0.05
620,0.05
621,0.0
622,0.03
623,0.02
624,0.05
625,0.01
626,0.08
627,0.3
628,0.01
629,0.0
630,0.0
631,0.0
632,0.01
633,0.04
634,0.01
635,0.0
636,0.0
637,0.0
638,0.0
639,0.03
640,0.11
641,0.01
642,0.01
643,0.06
644,0.03
645,0.01
646,0.29
647,0.01
648,0.0
649,0.02
650,0.14
651,0.0
652,0.0
653,0.04
654,0.03
655,0.05
656,0.03
657,0.27
658,0.0
659,0.1
660,0.19
661,0.01
662,0.0
663,0.4235387112887112
664,0.0
665,0.0
666,0.01
667,0.0
668,0.03
669,0.01
670,0.01
671,0.0
672,0.36
673,0.0
674,0.04
675,0.0
676,0.24
677,0.0
678,0.28
679,0.0
680,0.0
681,0.22
682,0.09
683,0.03
684,0.04
685,0.01
686,0.0
687,0.09
688,0.0
689,0.09
690,0.0
691,0.0
692,0.01
693,0.04
694,0.01
695,0.0
696,0.0
697,0.02
698,0.23
699,0.09
700,0.06
701,0.15
702,0.14
703,0.66
704,0.01
705,0.52
706,0.0
707,0.02
708,0.08
709,0.05
710,0.01
711,0.0
712,0.02
713,0.0
714,0.0
715,0.0
716,0.11
717,0.3
718,0.0
719,0.04
720,0.02
721,0.03
722,0.01
723,0.01
724,0.17
725,0.0
726,0.52
727,0.0
728,0.04
729,0.03
730,0.35
731,0.0
732,0.02
733,0.01
734,0.08
735,0.01
736,0.09
737,0.01
738,0.02
739,0.0
740,0.02
741,0.03
742,0.15
743,0.01
744,0.07
745,0.0
746,0.0
747,0.0
748,0.04
749,0.02
750,0.3
751,0.0
752,0.03
753,0.0
754,0.0
755,0.15
756,0.01
757,0.03
758,0.05
759,0.0
760,0.01
761,0.0
762,0.0
763,0.06
764,0.04
765,0.05
766,0.13
767,0.0
768,0.03
769,0.44
770,0.0
771,0.09
772,0.0
773,0.08
774,0.58
775,0.08
776,0.11
777,0.0
778,0.19330402930402918
779,0.0
780,0.0
781,0.05
782,0.0
783,0.14
784,0.31
785,0.32
786,0.0
787,0.03
788,0.01
789,0.11
790,0.01
791,0.06
792,0.47
793,0.02
794,0.01
795,0.2
796,0.0
797,0.01
798,0.02
799,0.01
800,0.01
801,0.12
802,0.16
803,0.02
804,0.01
805,0.03
806,0.01
807,0.11
808,0.02
809,0.15
810,0.07
811,0.04
812,0.0
813,0.11
814,0.06
815,0.08
816,0.0
817,0.01
818,0.19
819,0.12
820,0.65
821,0.03
822,0.0
823,0.01
824,0.02
825,0.09
826,0.06
827,0.01
828,0.01
829,0.11
830,0.09
831,0.0
832,0.01
833,0.0
834,0.01
835,0.0
836,0.03
837,0.12
838,0.11
839,0.13
840,0.0
841,0.03
842,0.0
843,0.0
844,0.05
845,0.02
846,0.0
847,0.15
848,0.02
849,0.03
850,0.0
851,0.0
852,0.01
853,0.02
854,0.0
855,0.11
856,0.02
857,0.49
858,0.04
859,0.0
860,0.01
861,0.01
862,0.0
863,0.21
864,0.0
865,0.17
866,0.03
867,0.0
868,0.01
869,0.01
870,0.02
871,0.0
872,0.12
873,0.01
874,0.0
875,0.02
876,0.0
877,0.05
878,0.0
879,0.0
880,0.35
881,0.0
882,0.02
883,0.04
884,0.0
885,0.0
886,0.07
887,0.02
888,0.0
889,0.0
890,0.0
891,0.07
892,0.0
893,0.05
894,0.05
895,0.36
896,0.04
897,0.02
898,0.0
899,0.1
900,0.0
901,0.05
902,0.01
903,0.01
904,0.0
905,0.0
906,0.07
907,0.25
908,0.0
909,0.0
910,0.02
911,0.15
912,0.0
913,0.08
914,0.0
915,0.11
916,0.03
917,0.05
918,0.04
919,0.22
920,0.01
921,0.03
922,0.07
923,0.01
924,0.0
925,0.22
926,0.01
927,0.05
928,0.0
929,0.03
930,0.29
931,0.05
932,0.0
933,0.04
934,0.06
935,0.0
936,0.02
937,0.12
938,0.13
939,0.52
940,0.1
941,0.0
942,0.02
943,0.13
944,0.0
945,0.69
946,0.21
947,0.0
948,0.02
949,0.02
950,0.35
951,0.02
952,0.0
953,0.0
954,0.01
955,0.01
956,0.18
957,0.31
958,0.0
959,0.0
960,0.0
961,0.0
962,0.14
963,0.17
964,0.22
965,0.0
966,0.02
967,0.03
968,0.01
969,0.02
970,0.01
971,0.01
972,0.57
973,0.14
974,0.02
975,0.04
976,0.07
977,0.08
978,0.06
979,0.01
980,0.29
981,0.0
982,0.0
983,0.05
984,0.01
985,0.48
986,0.03
987,0.02
988,0.02
989,0.01
990,0.03
991,0.01
992,0.01
993,0.09
994,0.01
995,0.04
996,0.01
997,0.01
998,0.05
999,0.0
1000,0.03
1001,0.0
1002,0.0
1003,0.0
1004,0.17
1005,0.01
1006,0.14
1007,0.01
1008,0.0
1009,0.0
1010,0.11
1011,0.16
1012,0.05
1013,0.03
1014,0.01
1015,0.09
1016,0.0
1017,0.0
1018,0.07
1019,0.0
1020,0.08
1021,0.0
1022,0.04
1023,0.16
1024,0.05
1025,0.05
1026,0.0
1027,0.25
1028,0.0
1029,0.0
1030,0.03
1031,0.02
1032,0.0
1033,0.0
1034,0.0
1035,0.02
1036,0.0
1037,0.0
1038,0.18
1039,0.22
1040,0.02
1041,0.0
1042,0.3473333333333333
1043,0.09208429375921635
1044,0.0
1045,0.0
1046,0.02
1047,0.0
1048,0.0
1049,0.01
1050,0.11
1051,0.17
1052,0.0
1053,0.05
1054,0.0
1055,0.0
1056,0.11
1057,0.05
1058,0.0
1059,0.04
1060,0.23
1061,0.03
1062,0.0
1063,0.03
1064,0.0
1065,0.0
1066,0.0
1067,0.05
1068,0.02
1069,0.0
1070,0.07
1071,0.0
1072,0.0
1073,0.01
1074,0.04
1075,0.04
1076,0.41
1077,0.01
1078,0.03
1079,0.02
1080,0.0
1081,0.96
1082,0.01
1083,0.0
1084,0.0
1085,0.34
1086,0.02
1087,0.03
1088,0.02
1089,0.32
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,0.1
1095,0.0
1096,0.18
1097,0.32
1098,0.02
1099,0.31
1100,0.02
1101,0.01
1102,0.04
1103,0.0
1104,0.0
1105,0.68
1106,0.04
1107,0.02
1108,0.0
1109,0.0
1110,0.05
1111,0.02
1112,0.32
1113,0.04
1114,0.02
1115,0.01
1116,0.03
1117,0.0
1118,0.0
1119,0.01
1120,0.0
1121,0.0
1122,0.36
1123,0.0
1124,0.17
1125,0.0
1126,0.02
1127,0.0
1128,0.01
1129,0.13
1130,0.01
1131,0.02
1132,0.02
1133,0.01
1134,0.08
1135,0.52
1136,0.04
1137,0.03
1138,0.12
1139,0.0
1140,0.79
1141,0.01
1142,0.08
1143,0.0
1144,0.09
1145,0.07
1146,0.0
1147,0.05
1148,0.01
1149,0.01
1150,0.23
1151,0.06
1152,0.29
1153,0.01
1154,0.01
1155,0.0
1156,0.05
1157,0.04
1158,0.15
1159,0.01
1160,0.38
1161,0.05
1162,0.03
1163,0.0
1164,0.01
1165,0.03
1166,0.02
1167,0.44
1168,0.19
1169,0.01
1170,0.02
1171,0.3
1172,0.02
1173,0.01
1174,0.01
1175,0.0
1176,0.0
1177,0.0
1178,0.38
1179,0.0
1180,0.02
1181,0.01
1182,0.01
1183,0.04
1184,0.0
1185,0.0
1186,0.02
1187,0.0
1188,0.02
1189,0.02
1190,0.0
1191,0.0
1192,0.01
1193,0.03
1194,0.11
1195,0.0
1196,0.0
1197,0.09
1198,0.02
1199,0.03
1200,0.03
1201,0.14
1202,0.0
1203,0.05
1204,0.01
1205,0.01
1206,0.0
1207,0.0
1208,0.03
1209,0.0
1210,0.0
1211,0.02
1212,0.0
1213,0.08
1214,0.0
1215,0.0
1216,0.08
1217,0.0
1218,0.04
1219,0.03
1220,0.12
1221,0.0
1222,0.0
1223,0.0
1224,0.52
1225,0.11
1226,0.04
1227,0.0
1228,0.09
1229,0.0
1230,0.02
1231,0.27
1232,0.05816666666666667
1233,0.02
1234,0.0
1235,0.04
1236,0.02
1237,0.08
1238,0.0
1239,0.0
1240,0.55
1241,0.07
1242,0.09
1243,0.03
1244,0.0
1245,0.02
1246,0.02
1247,0.02
1248,0.0
1249,0.04
1250,0.01
1251,0.02
1252,0.0
1253,0.01
1254,0.01
1255,0.15
1256,0.01
1257,0.22
1258,0.03
1259,0.09
1260,0.47
1261,0.0
1262,0.0
1263,0.0
1264,0.01
1265,0.01
1266,0.06
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.03
1273,0.04
1274,0.03
1275,0.06
1276,0.1
1277,0.18
1278,0.04
1279,0.01
1280,0.0
1281,0.15
1282,0.04
1283,0.0
1284,0.31
1285,0.2
1286,0.02
1287,0.0
1288,0.0
1289,0.13
1290,0.01
1291,0.34
1292,0.0
1293,0.03
1294,0.0
1295,0.0
1296,0.0
1297,0.06
1298,0.04
1299,0.0
1300,0.01
1301,0.09
1302,0.0
1303,0.47
1304,0.0
1305,0.01
1306,0.28
1307,0.03
1308,0.11
1309,0.07
1310,0.0
1311,0.05
1312,0.32
1313,0.05
1314,0.04
1315,0.0
1316,0.12
1317,0.11
1318,0.04
1319,0.02
1320,0.0
1321,0.0
1322,0.01
1323,0.03
1324,0.02
1325,0.0
1326,0.05
1327,0.02
1328,0.04
1329,0.17
1330,0.05
1331,0.0
1332,0.02
1333,0.02
1334,0.08
1335,0.0
1336,0.02
1337,0.06
1338,0.01
1339,0.04
1340,0.0
1341,0.0
1342,0.07
1343,0.0
1344,0.0
1345,0.03
1346,0.31
1347,0.03
1348,0.0
1349,0.19
1350,0.32
1351,0.0
1352,0.06
1353,0.34
1354,0.07
1355,0.01
1356,0.02
1357,0.0
1358,0.0
1359,0.01
1360,0.0
1361,0.22
1362,0.01
1363,0.03
1364,0.0
1365,0.0
1366,0.0
1367,0.22
1368,0.02
1369,0.0
1370,0.05
1371,0.04
1372,0.0
1373,0.0
1374,0.14
1375,0.0
1376,0.04
1377,0.02
1378,0.0
1379,0.01
1380,0.03
1381,0.18
1382,0.01
1383,0.15
1384,0.0
1385,0.0
1386,0.2
1387,0.04
1388,0.01
1389,0.0
1390,0.04
1391,0.42
1392,0.09
1393,0.01
1394,0.05
1395,0.06
1396,0.08
1397,0.04
1398,0.0
1399,0.02
1400,0.1
1401,0.0
1402,0.0
1403,0.02
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.04
1409,0.31
1410,0.02
1411,0.0
1412,0.05
1413,0.02
1414,0.0
1415,0.09
1416,0.07
1417,0.0
1418,0.06
1419,0.02
1420,0.03
1421,0.0
1422,0.04
1423,0.01
1424,0.0
1425,0.0
1426,0.05
1427,0.0
1428,0.03
1429,0.05
1430,0.01
1431,0.01
1432,0.0
1433,0.13
1434,0.0
1435,0.06
1436,0.42
1437,0.03
1438,0.02
1439,0.0
1440,0.01
1441,0.03
1442,0.0
1443,0.01
1444,0.18
1445,0.55
1446,0.04
1447,0.0
1448,0.04
1449,0.04
1450,0.0
1451,0.03
1452,0.31
1453,0.04
1454,0.13
1455,0.34
1456,0.0
1457,0.02
1458,0.06
1459,0.03
1460,0.04
1461,0.0
1462,0.01
1463,0.08
1464,0.02
1465,0.0
1466,0.31
1467,0.01
1468,0.32
1469,0.08
1470,0.01
1471,0.01
1472,0.01
1473,0.44
1474,0.04
1475,0.01
1476,0.02
1477,0.07
1478,0.0
1479,0.01
1480,0.17
1481,0.04
1482,0.0
1483,0.0
1484,0.22
1485,0.07
1486,0.03
1487,0.0
1488,0.03
1489,0.01
1490,0.01
1491,0.59
1492,0.0
1493,0.02
1494,0.03
1495,0.03
1496,0.02
1497,0.01
1498,0.02
1499,0.0
1500,0.0
1501,0.0
1502,0.02
1503,0.03
1504,0.0
1505,0.01
1506,0.0
1507,0.01
1508,0.01
1509,0.31
1510,0.0
1511,0.0
1512,0.01
1513,0.01
1514,0.02
1515,0.03
1516,0.01
1517,0.03
1518,0.01
1519,0.08
1520,0.17
1521,0.0
1522,0.0
1523,0.06
1524,0.02
1525,0.07
1526,0.05
1527,0.02
1528,0.26
1529,0.0
1530,0.04
1531,0.0
1532,0.45
1533,0.0
1534,0.39
1535,0.0
1536,0.02
1537,0.0
1538,0.06
1539,0.0
1540,0.11
1541,0.04
1542,0.05
1543,0.49
1544,0.0
1545,0.0
1546,0.01
1547,0.02
1548,0.15
1549,0.04
1550,0.09
1551,0.0
1552,0.03
1553,0.0
1554,0.5
1555,0.35
1556,0.01
1557,0.01
1558,0.0
1559,0.01
1560,0.03
1561,0.01
1562,0.27
1563,0.0
1564,0.0
1565,0.03
1566,0.05
1567,0.01
1568,0.06
1569,0.01
1570,0.05
1571,0.0
1572,0.08
1573,0.09
1574,0.0
1575,0.01
1576,0.14
1577,0.0
1578,0.27
1579,0.01
1580,0.0
1581,0.1
1582,0.47
1583,0.01
1584,0.04
1585,0.0
1586,0.05
1587,0.0
1588,0.14
1589,0.0
1590,0.06
1591,0.0
1592,0.0
1593,0.02
1594,0.16
1595,0.03
1596,0.0
1597,0.06
1598,0.0
1599,0.03
1600,0.03
1601,0.04
1602,0.41
1603,0.01
1604,0.0
1605,0.13
1606,0.02
1607,0.0
1608,0.05
1609,0.01
1610,0.03
1611,0.29
1612,0.09
1613,0.17
1614,0.01
1615,0.0
1616,0.01
1617,0.38
1618,0.0
1619,0.02
1620,0.01
1621,0.12
1622,0.01
1623,0.01
1624,0.0
1625,0.02
1626,0.0
1627,0.1
1628,0.0
1629,0.0
1630,0.01
1631,0.01
1632,0.61
1633,0.0
1634,0.0
1635,0.14
1636,0.02
1637,0.35
1638,0.05
1639,0.01
1640,0.02
1641,0.04
1642,0.01
1643,0.07
1644,0.0
1645,0.01
1646,0.18
1647,0.04
1648,0.03
1649,0.29
1650,0.45
1651,0.0
1652,0.02
1653,0.0
1654,0.01
1655,0.38
1656,0.01
1657,0.04
1658,0.0
1659,0.0
1660,0.03
1661,0.35
1662,0.35
1663,0.0
1664,0.11
1665,0.06
1666,0.42
1667,0.02
1668,0.0
1669,0.01
1670,0.0
1671,0.05
1672,0.12
1673,0.08
1674,0.0
1675,0.26
1676,0.01
1677,0.0
1678,0.05
1679,0.0
1680,0.02
1681,0.02
1682,0.07
1683,0.01
1684,0.03
1685,0.0
1686,0.01
1687,0.28
1688,0.0
1689,0.0
1690,0.01
1691,0.52
1692,0.04
1693,0.56
1694,0.02
1695,0.01
1696,0.0
1697,0.07
1698,0.0
1699,0.01
1700,0.19
1701,0.01
1702,0.0
1703,0.13
1704,0.01
1705,0.07
1706,0.0
1707,0.26
1708,0.0
1709,0.01
1710,0.01
1711,0.04
1712,0.04
1713,0.04
1714,0.02
1715,0.0
1716,0.0
1717,0.0
1718,0.0
1719,0.21
1720,0.0
1721,0.0
1722,0.12
1723,0.39
1724,0.35
1725,0.08
1726,0.02
1727,0.0
1728,0.0
1729,0.0
1730,0.76
1731,0.03
1732,0.0
1733,0.31
1734,0.01
1735,0.05
1736,0.03
1737,0.02
1738,0.0
1739,0.1
1740,0.0
1741,0.0
1742,0.03
1743,0.0
1744,0.02
1745,0.0
1746,0.03
1747,0.04
1748,0.0
1749,0.03
1750,0.0
1751,0.06
1752,0.01
1753,0.03
1754,0.11
1755,0.11
1756,0.07
1757,0.13
1758,0.02
1759,0.1
1760,0.0
1761,0.01
1762,0.0
1763,0.01
1764,0.0
1765,0.52
1766,0.11
1767,0.02
1768,0.11
1769,0.0
1770,0.0
1771,0.13
1772,0.0
1773,0.01
1774,0.0
1775,0.0
1776,0.0
1777,0.06
1778,0.13
1779,0.0
1780,0.0
1781,0.0
1782,0.03
1783,0.08
1784,0.0
1785,0.03
1786,0.2
1787,0.0
1788,0.0
1789,0.24
1790,0.04
1791,0.05
1792,0.09
1793,0.02
1794,0.02
1795,0.23
1796,0.0
1797,0.23
1798,0.0
1799,0.03
1800,0.0
1801,0.05
1802,0.0
1803,0.05
1804,0.0
1805,0.07
1806,0.02
1807,0.01660714285714286
1808,0.0
1809,0.0
1810,0.32
1811,0.01
1812,0.02
1813,0.0
1814,0.0
1815,0.14
1816,0.22
1817,0.17
1818,0.41
1819,0.17
1820,0.07
1821,0.07
1822,0.0
1823,0.06
1824,0.0
1825,0.31
1826,0.02
1827,0.0
1828,0.03
1829,0.0
1830,0.02
1831,0.01
1832,0.01
1833,0.01
1834,0.07
1835,0.25
1836,0.06
1837,0.02
1838,0.0
1839,0.2
1840,0.01
1841,0.01
1842,0.0
1843,0.04
1844,0.0
1845,0.02
1846,0.0
1847,0.01
1848,0.04
1849,0.15
1850,0.05
1851,0.01
1852,0.01
1853,0.13
1854,0.16
1855,0.01
1856,0.0
1857,0.26
1858,0.0
1859,0.13
1860,0.35
1861,0.02
1862,0.0
1863,0.13
1864,0.0
1865,0.02
1866,0.0
1867,0.01
1868,0.0
1869,0.06
1870,0.03
1871,0.05
1872,0.01
1873,0.13
1874,0.01
1875,0.11
1876,0.0
1877,0.62
1878,0.17
1879,0.01
1880,0.55
1881,0.01
1882,0.0
1883,0.19
1884,0.01
1885,0.05
1886,0.01
1887,0.06
1888,0.35
1889,0.0
1890,0.03
1891,0.1
1892,0.55
1893,0.09
1894,0.0
1895,0.0
1896,0.04
1897,0.0
1898,0.01
1899,0.0
1900,0.02
1901,0.0
1902,0.02
1903,0.01
1904,0.04
1905,0.06
1906,0.0
1907,0.03
1908,0.0
1909,0.08
1910,0.01
1911,0.08
1912,0.0
1913,0.01
1914,0.04
1915,0.24
1916,0.06
1917,0.0
1918,0.25
1919,0.0
1920,0.02
1921,0.55
1922,0.03
1923,0.15
1924,0.2
1925,0.0
1926,0.04
1927,0.38
1928,0.03
1929,0.36
1930,0.0
1931,0.06
1932,0.17
1933,0.45
1934,0.0
1935,0.02
1936,0.49
1937,0.04
1938,0.03
1939,0.0
1940,0.45
1941,0.05
1942,0.0
1943,0.0
1944,0.0
1945,0.12
1946,0.21
1947,0.01
1948,0.0
1949,0.1
1950,0.0
1951,0.02
1952,0.01
1953,0.01
1954,0.0
1955,0.01
1956,0.0
1957,0.06
1958,0.02
1959,0.0
1960,0.01
1961,0.0
1962,0.01
1963,0.0
1964,0.03
1965,0.02
1966,0.0
1967,0.03
1968,0.01
1969,0.07
1970,0.14
1971,0.53
1972,0.15
1973,0.45
1974,0.04
1975,0.01
1976,0.0
1977,0.1
1978,0.01
1979,0.06
1980,0.71
1981,0.0
1982,0.0
1983,0.03
1984,0.0
1985,0.0
1986,0.01
1987,0.58
1988,0.02
1989,0.0
1990,0.0
1991,0.02
1992,0.01
1993,0.02
1994,0.39
1995,0.01
1996,0.04
1997,0.0
1998,0.02
1999,0.0
2000,0.0
2001,0.02
2002,0.07
2003,0.01
2004,0.0
2005,0.04
2006,0.0
2007,0.68
2008,0.03
2009,0.5
2010,0.04
2011,0.0
2012,0.08
2013,0.02
2014,0.18
2015,0.01
2016,0.07
2017,0.04
2018,0.0
2019,0.01
2020,0.02
2021,0.09
2022,0.01
2023,0.08
2024,0.0
2025,0.0
2026,0.09
2027,0.01
2028,0.04
2029,0.05
2030,0.02
2031,0.03
2032,0.0
2033,0.25
2034,0.13
2035,0.0
2036,0.01
2037,0.0
2038,0.06495238095238094
2039,0.0
2040,0.03
2041,0.0
2042,0.0
2043,0.46
2044,0.13
2045,0.02
2046,0.15
2047,0.05
2048,0.0
2049,0.0
2050,0.13
2051,0.37
2052,0.0
2053,0.02
2054,0.01
2055,0.05
2056,0.01
2057,0.0
2058,0.0
2059,0.01
2060,0.0
2061,0.37
2062,0.06
2063,0.03
2064,0.47
2065,0.15
2066,0.01
2067,0.18
2068,0.09
2069,0.0
2070,0.09
2071,0.0
2072,0.46
2073,0.03
2074,0.07
2075,0.02
2076,0.02
2077,0.05
2078,0.03
2079,0.22
2080,0.01
2081,0.0
2082,0.23
2083,0.12
2084,0.02
2085,0.0
2086,0.0
2087,0.0
2088,0.0
2089,0.17
2090,0.14
2091,0.41
2092,0.01
2093,0.44
2094,0.02
2095,0.08
2096,0.0
2097,0.01
2098,0.01
2099,0.01
2100,0.02
2101,0.0
2102,0.03
2103,0.02
2104,0.0
2105,0.04
2106,0.0
2107,0.0
2108,0.16
2109,0.0
2110,0.0
2111,0.0
2112,0.07
2113,0.0
2114,0.18
2115,0.0
2116,0.07
2117,0.0
2118,0.03
2119,0.2
2120,0.22
2121,0.0
2122,0.01
2123,0.02
2124,0.31
2125,0.0
2126,0.41
2127,0.19
2128,0.0
2129,0.0
2130,0.29
2131,0.0
2132,0.02
2133,0.2
2134,0.01
